01/11/20 00:00:00,10
01/11/20 12:00:00,14
02/11/20 00:00:00,9
02/11/20 12:00:00,5
03/11/20 00:00:00,8
03/11/20 12:00:00,-2
04/11/20 00:00:00,6
04/11/20 12:00:00,-4
05/11/20 00:00:00,-6
05/11/20 12:00:00,-7
06/11/20 00:00:00,0
06/11/20 12:00:00,10
07/11/20 00:00:00,15
07/11/20 12:00:00,19
08/11/20 00:00:00,22
08/11/20 12:00:00,28
09/11/20 00:00:00,31
09/11/20 12:00:00,36
10/11/20 00:00:00,27
10/11/20 12:00:00,35
11/11/20 00:00:00,29
11/11/20 12:00:00,37
12/11/20 00:00:00,27
12/11/20 12:00:00,29
13/11/20 00:00:00,35
13/11/20 12:00:00,45
14/11/20 00:00:00,49
14/11/20 12:00:00,42
15/11/20 00:00:00,32
15/11/20 12:00:00,42
16/11/20 00:00:00,50
16/11/20 12:00:00,57
17/11/20 00:00:00,48
17/11/20 12:00:00,49
18/11/20 00:00:00,55
18/11/20 12:00:00,59
19/11/20 00:00:00,54
19/11/20 12:00:00,52
20/11/20 00:00:00,49
20/11/20 12:00:00,49
21/11/20 00:00:00,57
21/11/20 12:00:00,54
22/11/20 00:00:00,53
22/11/20 12:00:00,58
23/11/20 00:00:00,49
23/11/20 12:00:00,58
24/11/20 00:00:00,58
24/11/20 12:00:00,66
25/11/20 00:00:00,64
25/11/20 12:00:00,61
26/11/20 00:00:00,64
26/11/20 12:00:00,68
27/11/20 00:00:00,61
27/11/20 12:00:00,53
28/11/20 00:00:00,63
28/11/20 12:00:00,60
29/11/20 00:00:00,66
29/11/20 12:00:00,58
30/11/20 00:00:00,48
30/11/20 12:00:00,48
01/12/20 00:00:00,41
01/12/20 12:00:00,36
02/12/20 00:00:00,45
02/12/20 12:00:00,42
03/12/20 00:00:00,42
03/12/20 12:00:00,37
04/12/20 00:00:00,40
04/12/20 12:00:00,38
05/12/20 00:00:00,45
05/12/20 12:00:00,46
06/12/20 00:00:00,55
06/12/20 12:00:00,65
07/12/20 00:00:00,73
07/12/20 12:00:00,80
08/12/20 00:00:00,84
08/12/20 12:00:00,94
09/12/20 00:00:00,100
09/12/20 12:00:00,91
10/12/20 00:00:00,83
10/12/20 12:00:00,78
11/12/20 00:00:00,82
11/12/20 12:00:00,78
12/12/20 00:00:00,75
12/12/20 12:00:00,65
13/12/20 00:00:00,58
13/12/20 12:00:00,54
14/12/20 00:00:00,44
14/12/20 12:00:00,37
15/12/20 00:00:00,43
15/12/20 12:00:00,37
16/12/20 00:00:00,47
16/12/20 12:00:00,42
17/12/20 00:00:00,43
17/12/20 12:00:00,53
18/12/20 00:00:00,45
18/12/20 12:00:00,40
19/12/20 00:00:00,35
19/12/20 12:00:00,36
20/12/20 00:00:00,31
20/12/20 12:00:00,39
21/12/20 00:00:00,37
21/12/20 12:00:00,44
22/12/20 00:00:00,43
22/12/20 12:00:00,38
23/12/20 00:00:00,39
23/12/20 12:00:00,42
24/12/20 00:00:00,34
24/12/20 12:00:00,26
25/12/20 00:00:00,19
25/12/20 12:00:00,14
26/12/20 00:00:00,21
26/12/20 12:00:00,14
27/12/20 00:00:00,20
27/12/20 12:00:00,21
28/12/20 00:00:00,30
28/12/20 12:00:00,37
29/12/20 00:00:00,37
29/12/20 12:00:00,33
30/12/20 00:00:00,27
30/12/20 12:00:00,36
31/12/20 00:00:00,40
31/12/20 12:00:00,39
01/01/21 00:00:00,35
01/01/21 12:00:00,40
02/01/21 00:00:00,42
02/01/21 12:00:00,38
03/01/21 00:00:00,28
03/01/21 12:00:00,30
04/01/21 00:00:00,30
04/01/21 12:00:00,37
05/01/21 00:00:00,46
05/01/21 12:00:00,52
06/01/21 00:00:00,53
06/01/21 12:00:00,48
07/01/21 00:00:00,52
07/01/21 12:00:00,62
08/01/21 00:00:00,69
08/01/21 12:00:00,73
09/01/21 00:00:00,72
09/01/21 12:00:00,67
10/01/21 00:00:00,65
10/01/21 12:00:00,57
11/01/21 00:00:00,55
11/01/21 12:00:00,59
12/01/21 00:00:00,53
12/01/21 12:00:00,53
13/01/21 00:00:00,44
13/01/21 12:00:00,43
14/01/21 00:00:00,33
14/01/21 12:00:00,37
15/01/21 00:00:00,41
15/01/21 12:00:00,45
16/01/21 00:00:00,47
16/01/21 12:00:00,48
17/01/21 00:00:00,52
17/01/21 12:00:00,53
18/01/21 00:00:00,61
18/01/21 12:00:00,63
19/01/21 00:00:00,69
19/01/21 12:00:00,70
20/01/21 00:00:00,74
20/01/21 12:00:00,75
21/01/21 00:00:00,67
21/01/21 12:00:00,68
22/01/21 00:00:00,70
22/01/21 12:00:00,66
23/01/21 00:00:00,56
23/01/21 12:00:00,60
24/01/21 00:00:00,64
24/01/21 12:00:00,57
25/01/21 00:00:00,49
25/01/21 12:00:00,46
26/01/21 00:00:00,45
26/01/21 12:00:00,48
27/01/21 00:00:00,46
27/01/21 12:00:00,54
28/01/21 00:00:00,57
28/01/21 12:00:00,49
29/01/21 00:00:00,59
29/01/21 12:00:00,52
30/01/21 00:00:00,49
30/01/21 12:00:00,48
31/01/21 00:00:00,58
31/01/21 12:00:00,66
01/02/21 00:00:00,61
01/02/21 12:00:00,68
02/02/21 00:00:00,74
02/02/21 12:00:00,70
03/02/21 00:00:00,65
03/02/21 12:00:00,58
04/02/21 00:00:00,58
04/02/21 12:00:00,61
05/02/21 00:00:00,69
