01/11/20 00:00:00,10
01/11/20 12:00:00,8
02/11/20 00:00:00,13
02/11/20 12:00:00,9
03/11/20 00:00:00,0
03/11/20 12:00:00,-10
04/11/20 00:00:00,-7
04/11/20 12:00:00,-2
05/11/20 00:00:00,-8
05/11/20 12:00:00,-10
06/11/20 00:00:00,-2
06/11/20 12:00:00,-4
07/11/20 00:00:00,-8
07/11/20 12:00:00,-17
08/11/20 00:00:00,-21
08/11/20 12:00:00,-19
09/11/20 00:00:00,-25
09/11/20 12:00:00,-35
10/11/20 00:00:00,-33
10/11/20 12:00:00,-35
11/11/20 00:00:00,-28
11/11/20 12:00:00,-37
12/11/20 00:00:00,-35
12/11/20 12:00:00,-30
13/11/20 00:00:00,-24
13/11/20 12:00:00,-19
14/11/20 00:00:00,-14
14/11/20 12:00:00,-12
15/11/20 00:00:00,-6
15/11/20 12:00:00,-14
16/11/20 00:00:00,-6
16/11/20 12:00:00,2
17/11/20 00:00:00,-4
17/11/20 12:00:00,-4
18/11/20 00:00:00,-6
18/11/20 12:00:00,-1
19/11/20 00:00:00,7
19/11/20 12:00:00,13
20/11/20 00:00:00,17
20/11/20 12:00:00,26
21/11/20 00:00:00,26
21/11/20 12:00:00,22
22/11/20 00:00:00,14
22/11/20 12:00:00,4
23/11/20 00:00:00,-6
23/11/20 12:00:00,4
24/11/20 00:00:00,2
24/11/20 12:00:00,1
25/11/20 00:00:00,3
25/11/20 12:00:00,0
26/11/20 00:00:00,4
26/11/20 12:00:00,6
27/11/20 00:00:00,8
27/11/20 12:00:00,15
28/11/20 00:00:00,13
28/11/20 12:00:00,8
29/11/20 00:00:00,15
29/11/20 12:00:00,14
30/11/20 00:00:00,14
30/11/20 12:00:00,4
01/12/20 00:00:00,3
01/12/20 12:00:00,11
02/12/20 00:00:00,14
02/12/20 12:00:00,19
03/12/20 00:00:00,11
03/12/20 12:00:00,3
04/12/20 00:00:00,-2
04/12/20 12:00:00,-12
05/12/20 00:00:00,-22
05/12/20 12:00:00,-29
06/12/20 00:00:00,-29
06/12/20 12:00:00,-30
07/12/20 00:00:00,-34
07/12/20 12:00:00,-34
08/12/20 00:00:00,-44
08/12/20 12:00:00,-38
09/12/20 00:00:00,-32
09/12/20 12:00:00,-26
10/12/20 00:00:00,-16
10/12/20 12:00:00,-21
11/12/20 00:00:00,-17
11/12/20 12:00:00,-21
12/12/20 00:00:00,-26
12/12/20 12:00:00,-32
13/12/20 00:00:00,-33
13/12/20 12:00:00,-34
14/12/20 00:00:00,-30
14/12/20 12:00:00,-40
15/12/20 00:00:00,-49
15/12/20 12:00:00,-41
16/12/20 00:00:00,-34
16/12/20 12:00:00,-33
17/12/20 00:00:00,-39
17/12/20 12:00:00,-48
18/12/20 00:00:00,-43
18/12/20 12:00:00,-33
19/12/20 00:00:00,-33
19/12/20 12:00:00,-39
20/12/20 00:00:00,-39
20/12/20 12:00:00,-34
21/12/20 00:00:00,-28
21/12/20 12:00:00,-38
22/12/20 00:00:00,-33
22/12/20 12:00:00,-41
23/12/20 00:00:00,-38
23/12/20 12:00:00,-32
24/12/20 00:00:00,-41
24/12/20 12:00:00,-47
25/12/20 00:00:00,-40
25/12/20 12:00:00,-48
26/12/20 00:00:00,-58
26/12/20 12:00:00,-60
27/12/20 00:00:00,-61
27/12/20 12:00:00,-66
28/12/20 00:00:00,-58
28/12/20 12:00:00,-63
