01/11/20 00:00:00,10
01/11/20 12:00:00,19
02/11/20 00:00:00,29
02/11/20 12:00:00,22
03/11/20 00:00:00,29
03/11/20 12:00:00,30
04/11/20 00:00:00,26
04/11/20 12:00:00,27
05/11/20 00:00:00,18
05/11/20 12:00:00,19
06/11/20 00:00:00,17
06/11/20 12:00:00,9
07/11/20 00:00:00,19
07/11/20 12:00:00,12
08/11/20 00:00:00,12
08/11/20 12:00:00,11
09/11/20 00:00:00,9
09/11/20 12:00:00,7
10/11/20 00:00:00,6
10/11/20 12:00:00,15
11/11/20 00:00:00,7
11/11/20 12:00:00,15
12/11/20 00:00:00,15
12/11/20 12:00:00,7
13/11/20 00:00:00,10
13/11/20 12:00:00,19
14/11/20 00:00:00,25
14/11/20 12:00:00,24
15/11/20 00:00:00,30
15/11/20 12:00:00,30
16/11/20 00:00:00,39
16/11/20 12:00:00,35
17/11/20 00:00:00,27
17/11/20 12:00:00,26
18/11/20 00:00:00,20
18/11/20 12:00:00,16
19/11/20 00:00:00,23
19/11/20 12:00:00,31
20/11/20 00:00:00,21
20/11/20 12:00:00,24
21/11/20 00:00:00,14
21/11/20 12:00:00,18
22/11/20 00:00:00,18
22/11/20 12:00:00,9
23/11/20 00:00:00,11
23/11/20 12:00:00,6
24/11/20 00:00:00,-1
24/11/20 12:00:00,0
25/11/20 00:00:00,-7
25/11/20 12:00:00,-8
26/11/20 00:00:00,-7
26/11/20 12:00:00,-2
27/11/20 00:00:00,0
27/11/20 12:00:00,2
28/11/20 00:00:00,-8
28/11/20 12:00:00,-3
29/11/20 00:00:00,-8
29/11/20 12:00:00,-1
30/11/20 00:00:00,-1
30/11/20 12:00:00,4
01/12/20 00:00:00,8
01/12/20 12:00:00,8
02/12/20 00:00:00,18
02/12/20 12:00:00,8
03/12/20 00:00:00,11
03/12/20 12:00:00,14
04/12/20 00:00:00,10
04/12/20 12:00:00,15
05/12/20 00:00:00,11
05/12/20 12:00:00,11
06/12/20 00:00:00,10
06/12/20 12:00:00,11
07/12/20 00:00:00,9
07/12/20 12:00:00,17
08/12/20 00:00:00,11
08/12/20 12:00:00,12
09/12/20 00:00:00,7
09/12/20 12:00:00,4
10/12/20 00:00:00,11
10/12/20 12:00:00,7
11/12/20 00:00:00,8
11/12/20 12:00:00,-1
12/12/20 00:00:00,-1
12/12/20 12:00:00,6
13/12/20 00:00:00,6
13/12/20 12:00:00,11
14/12/20 00:00:00,20
14/12/20 12:00:00,11
15/12/20 00:00:00,7
15/12/20 12:00:00,10
16/12/20 00:00:00,17
16/12/20 12:00:00,8
17/12/20 00:00:00,9
17/12/20 12:00:00,3
18/12/20 00:00:00,4
18/12/20 12:00:00,0
19/12/20 00:00:00,10
19/12/20 12:00:00,12
20/12/20 00:00:00,19
